Name,Type,MotherName,FatherName,Sex,Gender,Sensory Radius,Move Speed,Hunger Speed,Thirst Speed,Grow Speed,Hunger Level,Thirst Level,Pregnancy,Diet,
d8,Herbivore,c8,c6,Male,0.6,84.08,47.74,1.29,2.43,1.55,0.47,0.65,0.72,0.04,
b4,Herbivore,a44,a1,Male,0.89,34.63,40.83,1.4,2.5,0.52,0.41,0.47,0.61,0.18,
b5,Herbivore,a58,b9,Male,0.6,78,35.1,2.51,2.74,1.47,0.25,0.45,1.52,0.33,
c9,Herbivore,b9,c8,Female,0.43,36.72,22.32,1.9,1.62,2.81,0.45,0.53,0.72,0.04,
c1,Herbivore,b1,a48,Male,0.75,63.8,22.32,1.44,1.1,2.2,0.25,0.35,1.32,0.22,
e1,Herbivore,d1,c8,Female,0.09,77.2,30.61,1.9,1.62,2.81,0.45,0.53,0.72,0.04,
e2,Herbivore,d2,c6,Male,0.97,80.52,29.43,2.52,1.76,0.5,0.28,0.53,0.72,0.04,
d8,Herbivore,c8,d6,Male,0.75,80.52,29.43,2.52,1.76,0.5,0.41,0.47,0.61,0.18,
f1,Herbivore,e1,c6,Male,0.75,63.8,22.32,1.44,1.1,2.2,0.45,0.53,0.72,0.04,
d3,Herbivore,c3,a40,Female,0.17,48.97,30.39,2.6,1.53,1.85,0.69,0.65,1.38,0.03,
d2,Herbivore,c2,a69,Male,0.97,80.52,29.43,2.19,1.58,2.12,0.39,0.69,0.63,0.09,
d1,Herbivore,c1,a40,Female,0.09,77.2,30.61,1.9,1.62,1.85,0.69,0.65,1.38,0.03,
d1,Herbivore,c1,c8,Male,0.97,80.52,47.08,2.51,2.31,2.81,0.45,0.53,0.72,0.04,
d8,Herbivore,c8,c8,Male,0.75,80.52,29.43,2.52,1.76,0.5,0.41,0.47,0.61,0.04,
c1,Herbivore,b1,c4,Male,0.97,80.52,47.08,2.51,2.31,2.81,0.45,0.53,1.88,0.16,
d3,Herbivore,c3,a40,Female,0.29,78,23.12,2.28,1.53,1.85,0.69,0.65,1.38,0.03,
c4,Herbivore,b4,e8,Female,0.5,63.8,22.32,1.44,1.75,1.55,0.47,0.65,0.72,0.04,
d3,Herbivore,c3,a70,Female,0.17,48.97,47.74,1.29,2.43,1.7,0.56,0.28,0.77,0.09,
c1,Herbivore,b1,a40,Male,0.75,63.8,22.32,1.44,1.1,2.2,0.45,0.65,1.38,0.03,
c3,Herbivore,b3,a12,Female,0.29,78,23.12,1.07,1.84,0.64,0.68,0.58,1.14,0.3,
e3,Herbivore,d3,d8,Male,0.52,42.72,39.45,1.29,2.43,1.7,0.56,0.28,0.61,0.04,
e2,Herbivore,d2,c5,Male,0.97,80.52,29.43,2.19,1.58,2.12,0.39,0.53,0.72,0.04,
d3,Herbivore,c3,b1,Female,0.05,78,35.1,2.51,2.74,2.43,0.65,0.35,1.43,0.07,
d3,Herbivore,c3,a70,Female,0.29,78,47.74,1.29,2.43,1.7,0.56,0.28,0.77,0.09,
e5,Herbivore,d5,a48,Male,0.78,83.73,22.32,1.44,1.1,2.2,0.25,0.35,1.32,0.22,
c3,Herbivore,b3,c5,Female,0.05,78,35.1,2.51,2.74,2.43,0.28,0.11,1.01,0.16,
c4,Herbivore,b4,a48,Female,0.5,63.8,22.32,1.44,1.75,1.55,0.47,0.35,1.32,0.22,
d1,Herbivore,c1,a48,Male,0.75,63.8,22.32,1.44,1.1,2.2,0.25,0.35,1.32,0.22,
d5,Herbivore,c5,a70,Male,0.78,83.73,22.32,1.29,2.43,1.7,0.56,0.28,0.77,0.09,
d3,Herbivore,c3,d6,Female,0.05,78,35.1,2.51,2.16,0.77,0.41,0.47,0.61,0.18,
c8,Herbivore,b8,d8,Male,0.97,80.52,47.08,2.51,2.31,2.81,0.45,0.35,1.43,0.07,
d1,Herbivore,c1,c8,Male,0.75,63.8,22.32,1.44,1.1,2.81,0.45,0.35,1.43,0.07,
e4,Herbivore,d4,c1,Female,0.23,53.33,38.62,2.19,1.58,2.43,0.65,0.35,1.43,0.07,
f3,Herbivore,e3,d8,Male,0.52,42.72,39.45,1.29,2.43,2.92,0.55,0.35,1.43,0.07,
d4,Herbivore,c4,a69,Female,0.23,63.48,38.62,2.19,1.58,2.12,0.39,0.69,0.63,0.09,
e9,Herbivore,d9,c6,Female,0.02,91.78,28.43,1.67,1.18,2.43,0.65,0.47,0.61,0.18,
f1,Herbivore,e1,d2,Male,0.75,63.8,22.32,1.44,1.1,2.81,0.45,0.35,1.43,0.07,
c1,Herbivore,b1,b2,Female,0.34,83.5,42.16,1.72,2.04,1.55,0.54,0.35,1.43,0.3,
c1,Herbivore,b1,c6,Male,0.75,63.8,22.32,1.44,1.1,2.81,0.45,0.53,0.72,0.04,
d9,Herbivore,c9,a40,Female,0.02,91.78,28.43,1.67,1.53,1.85,0.69,0.65,1.38,0.03,
c4,Herbivore,b4,a54,Male,0.6,53.33,43.67,1.32,1.64,2.23,0.48,0.64,1.66,0.02,
e4,Herbivore,d4,c5,Female,0.5,63.8,22.32,1.44,1.75,1.55,0.28,0.11,1.01,0.08,
f8,Herbivore,e8,c8,Male,0.75,80.52,29.43,2.52,1.76,0.5,0.41,0.47,0.72,0.04,
d3,Herbivore,c3,c8,Female,0.17,48.97,47.74,1.29,2.43,1.55,0.47,0.65,0.72,0.04,
c6,Herbivore,b6,d7,Male,0.6,80.52,47.08,1.56,2.16,0.5,0.28,0.11,1.01,0.09999999,
e4,Herbivore,d4,b8,Male,0.75,84.7,25.74,1.43,1.97,2.92,0.55,0.35,1.43,0.07,
d6,Herbivore,c6,c5,Male,0.81,78,35.1,2.51,2.31,2.81,0.45,0.53,0.77,0.09,
c7,Herbivore,b7,c5,Female,0.3,78.71,47.74,1.29,2.43,1.47,0.25,0.45,1.52,0.33,
d7,Herbivore,c7,a6,Male,0.6,53.33,29.43,1.58,1.69,1.38,0.24,0.19,1.22,0.21,
d5,Herbivore,c5,c2,Male,0.78,83.5,42.16,1.72,2.04,1.55,0.54,0.35,1.43,0.3,
g1,Herbivore,f1,c8,Male,0.97,80.52,47.08,2.51,1.75,1.55,0.54,0.35,1.43,0.07,
b4,Herbivore,a4,b5,Male,0.6,53.33,43.67,1.32,1.64,2.23,0.43,0.45,1.52,0.33,
d5,Herbivore,c5,c8,Male,0.78,83.5,42.16,1.72,2.04,1.55,0.45,0.35,1.43,0.07,
c2,Herbivore,b2,d8,Male,0.97,80.52,29.43,2.19,2.43,1.55,0.47,0.65,0.72,0.04,
d4,Herbivore,c4,d6,Female,0.5,63.8,22.32,1.44,1.75,1.55,0.28,0.53,0.77,0.09,
f2,Herbivore,e2,a38,Female,0.12,18.65,47.08,2.51,1.97,2.92,0.55,0.22,0.6,0.17,
c3,Herbivore,b3,c6,Female,0.05,78,35.1,2.51,2.16,0.77,0.28,0.11,1.01,0.09999999,
e9,Herbivore,d9,a6,Female,0.43,36.72,22.32,1.9,1.62,2.81,0.45,0.19,1.22,0.21,
d2,Herbivore,c2,d2,Male,0.97,80.52,40.83,1.4,2.5,0.52,0.54,0.35,1.43,0.07,
f8,Herbivore,e8,b2,Male,0.75,80.52,29.43,2.52,1.76,0.5,0.54,0.35,1.43,0.3,
d4,Herbivore,c4,d6,Female,0.5,63.8,22.32,1.44,1.75,1.55,0.28,0.53,0.77,0.09,
e7,Herbivore,d7,b8,Male,0.6,53.33,29.43,1.58,1.69,1.38,0.45,0.35,1.43,0.07,
d2,Herbivore,c2,d6,Male,0.97,80.52,40.83,2.51,2.31,2.81,0.45,0.53,0.77,0.09,
e7,Herbivore,d7,b5,Male,0.6,53.33,29.43,2.51,2.74,1.47,0.25,0.45,1.52,0.33,
d8,Herbivore,c8,b4,Male,0.75,84.7,40.83,1.4,2.5,0.52,0.41,0.47,0.61,0.18,
f1,Herbivore,e1,c8,Male,0.97,80.52,47.08,2.51,1.75,1.55,0.54,0.35,1.43,0.07,
d8,Herbivore,c8,d8,Male,0.75,80.52,29.43,2.52,1.76,0.5,0.54,0.35,1.43,0.07,
d1,Herbivore,c1,d8,Male,0.75,84.7,40.83,1.4,2.5,0.52,0.41,0.47,0.61,0.18,
d7,Herbivore,c7,c4,Male,0.6,53.33,29.43,2.51,1.64,2.23,0.43,0.45,1.52,0.33,
e1,Herbivore,d1,a7,Male,0.75,84.7,40.83,1.4,2.5,0.52,0.41,0.47,1.88,0.16,
c5,Herbivore,b5,a7,Male,0.6,78,35.1,1.9,1.62,2.43,0.65,0.7,1.88,0.16,
f1,Herbivore,e1,c6,Male,0.75,84.7,40.83,1.4,2.5,0.52,0.41,0.47,1.88,0.09999999,
d1,Herbivore,c1,c6,Male,0.75,84.7,40.83,1.4,2.5,0.52,0.41,0.47,1.88,0.09999999,
d4,Herbivore,c4,b4,Male,0.75,84.7,25.74,1.43,1.97,2.92,0.55,0.35,1.43,0.18,
c3,Herbivore,b3,c5,Female,0.05,78,35.1,2.51,2.16,0.77,0.28,0.11,1.01,0.16,
g2,Herbivore,f2,c6,Male,0.6,80.52,47.08,1.56,2.16,0.5,0.28,0.11,1.01,0.09999999,
b8,Herbivore,a84,c6,Male,0.6,80.52,47.08,1.56,2.16,0.5,0.28,0.11,1.01,0.09999999,
d3,Herbivore,c3,c8,Female,0.17,48.97,47.74,1.29,2.43,1.55,0.47,0.65,0.72,0.07,
e8,Herbivore,d8,f1,Male,0.75,80.52,29.43,1.44,1.1,2.81,0.45,0.53,0.72,0.04,
d4,Herbivore,c4,d6,Male,0.75,84.7,25.74,1.43,1.97,2.92,0.55,0.35,0.77,0.09,
g2,Herbivore,f2,b8,Male,0.6,80.52,47.08,1.56,2.43,1.55,0.47,0.65,0.72,0.04,
f1,Herbivore,e1,c6,Male,0.75,84.7,40.83,1.4,2.5,0.52,0.28,0.11,1.01,0.09999999,
d1,Herbivore,c1,e3,Female,0.34,83.5,42.16,1.72,2.04,1.55,0.54,0.35,1.43,0.07,
c3,Herbivore,b3,a12,Female,0.17,48.97,48.73,1.07,1.84,0.64,0.68,0.58,1.14,0.3,
e3,Herbivore,d3,b4,Female,0.05,78,35.1,2.51,2.16,0.77,0.28,0.11,0.61,0.18,
d9,Herbivore,c9,c4,Female,0.02,91.78,28.43,1.67,1.53,1.85,0.69,0.65,1.38,0.33,
d7,Herbivore,c7,c4,Male,0.6,53.33,29.43,2.51,1.64,2.23,0.43,0.45,1.52,0.33,
e2,Herbivore,d2,c8,Male,0.6,80.52,47.08,1.56,2.43,1.55,0.47,0.65,0.72,0.09999999,
d2,Herbivore,c2,b5,Male,0.6,80.52,47.08,1.56,2.43,1.55,0.47,0.65,0.72,0.16,
f8,Herbivore,e8,d6,Male,0.75,80.52,29.43,1.44,1.1,2.81,0.45,0.53,0.77,0.09,
d1,Herbivore,c1,c8,Male,0.75,63.8,22.32,1.44,1.1,2.81,0.45,0.35,1.43,0.07,
e1,Herbivore,d1,c2,Male,0.75,84.7,40.83,1.4,2.5,0.52,0.54,0.35,1.43,0.3,
c2,Herbivore,b2,c8,Male,0.97,80.52,29.43,2.52,1.76,0.5,0.28,0.11,1.01,0.09999999,
d3,Herbivore,c3,d1,Female,0.05,78,35.1,2.51,2.16,0.77,0.54,0.35,1.43,0.3,
c4,Herbivore,b4,a3,Male,0.75,84.7,25.74,1.43,2.81,1.68,0.64,0.64,1.02,0.21,
c1,Herbivore,b1,c6,Male,0.97,80.52,38.62,2.19,2.16,0.5,0.28,0.11,1.01,0.09999999,
f1,Herbivore,e1,a3,Male,0.75,63.8,22.32,1.44,1.1,1.68,0.64,0.64,1.02,0.21,
e1,Herbivore,d1,c1,Male,0.75,84.7,40.83,1.4,1.1,1.68,0.64,0.64,1.02,0.21,
d2,Herbivore,c2,b4,Female,0.12,18.65,47.08,1.4,2.5,0.52,0.41,0.47,0.61,0.18,
e2,Herbivore,d2,a35,Male,0.6,80.52,47.08,1.6,1.88,2.87,0.45,0.69,0.78,0.23,
d2,Herbivore,c2,d1,Male,0.6,80.52,38.62,2.19,2.16,0.5,0.28,0.11,1.01,0.09999999,
e8,Herbivore,d8,c8,Male,0.75,80.52,47.08,1.56,2.16,0.5,0.28,0.11,1.01,0.09999999,
g1,Herbivore,f1,d2,Male,0.75,63.8,22.32,1.44,1.1,1.68,0.64,0.64,1.02,0.09999999,
c1,Herbivore,b1,a69,Male,0.75,84.7,40.83,1.4,1.1,2.12,0.39,0.69,0.63,0.09,
c8,Herbivore,b8,c6,Male,0.6,80.52,47.08,1.56,2.16,0.5,0.28,0.11,1.01,0.09,
c9,Herbivore,b9,e5,Female,0.43,36.72,22.32,1.9,1.62,2.81,0.45,0.35,1.43,0.07,
f1,Herbivore,e1,b6,Male,0.75,63.8,22.32,1.44,1.1,1.68,0.64,0.64,1.02,0.09999999,
c3,Herbivore,b3,b8,Female,0.29,78,47.74,1.29,2.43,1.55,0.47,0.65,0.72,0.04,
e1,Herbivore,d1,c1,Male,0.75,84.7,40.83,1.44,1.1,1.68,0.64,0.64,1.02,0.09999999,
e8,Herbivore,d8,a72,Male,0.75,80.52,47.08,1.56,2.16,0.5,0.28,0.35,1.43,0.07,
g2,Herbivore,f2,c6,Female,0.12,18.65,47.08,1.4,2.31,2.81,0.45,0.53,0.77,0.09,
f4,Herbivore,e4,c6,Male,0.75,84.7,25.74,1.43,2.81,1.68,0.64,0.64,1.02,0.09,
e2,Herbivore,d2,d6,Male,0.6,80.52,38.62,2.19,2.16,0.5,0.28,0.11,1.01,0.09999999,
c3,Herbivore,b3,e4,Female,0.05,78,35.1,2.51,2.16,0.77,0.64,0.64,1.02,0.09,
e9,Herbivore,d9,a3,Female,0.02,91.78,28.43,1.67,1.53,1.85,0.69,0.64,1.02,0.21,
f9,Herbivore,e9,a72,Female,0.43,83.5,42.16,1.72,2.04,1.55,0.54,0.35,1.43,0.07,
d4,Herbivore,c4,a69,Male,0.75,84.7,25.74,1.43,2.81,1.68,0.64,0.64,1.02,0.09,
d1,Herbivore,c1,b4,Male,0.75,63.8,22.32,1.32,1.64,2.23,0.43,0.45,1.52,0.33,
d3,Herbivore,c3,a72,Female,0.29,78,42.16,1.72,2.04,1.55,0.54,0.35,1.43,0.07,
e4,Herbivore,d4,d1,Male,0.75,84.7,25.74,1.32,1.64,2.23,0.43,0.45,1.52,0.33,
e3,Herbivore,d3,d7,Male,0.6,53.33,29.43,2.51,1.64,2.23,0.43,0.45,1.52,0.33,
f2,Herbivore,e2,f1,Male,0.6,80.52,38.62,2.19,1.64,2.23,0.43,0.45,1.52,0.33,
c1,Herbivore,b1,f1,Male,0.75,63.8,22.32,1.32,1.64,2.23,0.43,0.45,1.52,0.33,
c8,Herbivore,b8,g1,Male,0.6,80.52,47.08,1.56,2.16,1.68,0.64,0.64,1.02,0.09999999,
d5,Herbivore,c5,b4,Male,0.78,83.5,43.67,1.32,1.64,2.23,0.43,0.45,1.52,0.33,
c6,Herbivore,b6,d7,Male,0.6,80.52,29.43,2.51,1.64,2.23,0.43,0.45,1.52,0.33,
f8,Herbivore,e8,e5,Male,0.75,80.52,47.08,1.56,2.16,0.5,0.28,0.35,1.43,0.33,
f1,Herbivore,e1,f1,Male,0.75,63.8,22.32,1.32,1.64,2.23,0.43,0.45,1.52,0.33,
e4,Herbivore,d4,c8,Female,0.5,63.8,22.32,1.44,1.75,1.55,0.47,0.65,0.72,0.04,
c8,Herbivore,b8,c8,Male,0.6,80.52,47.08,1.56,2.16,1.68,0.64,0.64,1.02,0.04,
c8,Herbivore,b8,c4,Male,0.75,84.7,40.83,1.32,1.64,2.23,0.43,0.45,1.52,0.33,
d1,Herbivore,c1,a1,Female,0.34,83.5,42.16,1.72,2.04,1.55,0.41,0.47,0.61,0.18,
f8,Herbivore,e8,a72,Male,0.75,80.52,47.08,1.56,2.04,1.55,0.54,0.35,1.43,0.07,
f4,Herbivore,e4,e8,Female,0.5,63.8,22.32,1.44,2.04,1.55,0.54,0.35,1.43,0.07,
d8,Herbivore,c8,d4,Male,0.6,84.08,47.74,1.29,2.43,2.23,0.43,0.45,1.52,0.33,
e4,Herbivore,d4,c8,Male,0.75,84.7,25.74,1.32,1.64,2.23,0.43,0.45,1.52,0.07,
d1,Herbivore,c1,f1,Male,0.75,63.8,22.32,1.32,1.64,2.23,0.43,0.45,1.52,0.33,
d4,Herbivore,c4,a48,Female,0.5,63.8,22.32,1.44,2.04,1.55,0.25,0.35,1.32,0.22,
c1,Herbivore,b1,f1,Male,0.75,63.8,22.32,1.32,1.64,2.23,0.43,0.45,1.52,0.33,
e9,Herbivore,d9,a72,Female,0.43,83.5,42.16,1.72,2.04,1.55,0.54,0.35,1.43,0.07,
d1,Herbivore,c1,c4,Male,0.97,80.52,38.62,2.19,2.16,0.5,0.28,0.11,1.01,0.33,
d2,Herbivore,c2,d2,Male,0.6,80.52,38.62,2.19,1.64,2.23,0.43,0.45,1.52,0.33,
e4,Herbivore,d4,f1,Male,0.75,84.7,25.74,1.32,1.64,2.23,0.43,0.45,1.52,0.33,
c6,Herbivore,b6,c5,Male,0.6,80.52,29.43,2.51,1.64,2.23,0.43,0.11,1.01,0.08,
d1,Herbivore,c1,e8,Male,0.75,63.8,22.32,1.32,1.64,2.23,0.43,0.45,1.52,0.33,
e3,Herbivore,d3,c4,Male,0.6,53.33,29.43,2.51,1.64,2.23,0.43,0.45,1.52,0.33,
c4,Herbivore,b4,e2,Female,0.5,63.8,22.32,1.44,2.04,2.23,0.43,0.45,1.52,0.33,
d3,Herbivore,c3,e2,Female,0.29,78,42.16,1.72,2.04,1.55,0.43,0.45,1.52,0.33,
c1,Herbivore,b1,c8,Male,0.75,63.8,22.32,1.44,1.75,1.55,0.54,0.35,1.43,0.07,
e1,Herbivore,d1,c5,Male,0.75,63.8,22.32,1.44,1.75,2.43,0.65,0.7,1.88,0.16,
f9,Herbivore,e9,a7,Male,0.97,80.52,47.08,1.9,1.62,2.43,0.65,0.7,1.88,0.16,
b5,Herbivore,a58,c4,Male,0.6,78,35.1,1.9,1.62,2.23,0.43,0.45,1.52,0.33,
e3,Herbivore,d3,c5,Female,0.29,78,42.16,1.72,1.62,2.23,0.43,0.45,1.52,0.33,
c1,Herbivore,b1,d8,Male,0.75,84.7,40.83,1.32,1.64,2.23,0.43,0.45,1.52,0.33,
c3,Herbivore,b3,e8,Female,0.05,78,47.08,1.56,2.04,1.55,0.54,0.35,1.43,0.07,
e8,Herbivore,d8,c1,Male,0.75,63.8,22.32,1.44,1.75,2.43,0.65,0.7,1.88,0.16,
e3,Herbivore,d3,a12,Female,0.05,78,47.08,1.56,2.04,1.55,0.68,0.58,1.14,0.3,
b1,Herbivore,a11,e7,Male,0.75,84.7,40.83,2.51,1.64,2.23,0.43,0.45,1.52,0.33,
f1,Herbivore,e1,e2,Male,0.75,63.8,22.32,2.19,1.64,2.23,0.43,0.45,1.52,0.33,
d7,Herbivore,c7,a6,Male,0.6,53.33,29.43,2.51,1.64,2.23,0.43,0.45,1.22,0.21,
h2,Herbivore,g2,a38,Female,0.12,18.65,47.08,1.4,2.31,2.81,0.45,0.53,0.77,0.17,
h2,Herbivore,g2,a48,Male,0.6,63.8,22.32,1.44,1.1,2.2,0.25,0.35,1.32,0.22,
c7,Herbivore,b7,c4,Female,0.3,78.71,47.74,1.29,2.43,2.23,0.43,0.45,1.52,0.33,
c3,Herbivore,b3,c4,Male,0.6,53.33,29.43,2.51,1.64,2.23,0.43,0.45,1.52,0.33,
d8,Herbivore,c8,e2,Male,0.75,63.8,22.32,1.44,1.75,2.43,0.65,0.7,1.88,0.22,
d1,Herbivore,c1,c8,Female,0.34,83.5,42.16,1.72,2.04,1.55,0.41,0.47,1.43,0.07,
f1,Herbivore,e1,b8,Male,0.75,63.8,22.32,1.56,2.16,1.68,0.64,0.64,1.02,0.04,
f1,Herbivore,e1,d6,Male,0.75,84.7,40.83,2.51,2.31,2.81,0.45,0.53,0.77,0.09,
d1,Herbivore,c1,a49,Male,0.75,63.8,41.71,2.96,2.29,2.79,0.43,0.67,1.65,0.09999999,
d3,Herbivore,c3,b5,Male,0.6,53.33,29.43,2.51,1.62,2.23,0.43,0.45,1.52,0.33,
d3,Herbivore,c3,c4,Male,0.6,53.33,43.67,1.32,1.64,2.23,0.43,0.45,1.52,0.33,
d2,Herbivore,c2,a69,Male,0.6,63.8,22.32,1.44,1.1,2.2,0.25,0.35,0.63,0.09,
c2,Herbivore,b2,c2,Male,0.97,80.52,29.43,2.52,1.1,2.2,0.25,0.35,0.63,0.09,
d1,Herbivore,c1,d6,Male,0.75,80.52,29.43,2.51,1.64,2.23,0.43,0.11,1.01,0.08,
c4,Herbivore,b4,d8,Male,0.75,80.52,47.08,1.56,2.16,1.68,0.64,0.64,1.02,0.04,
d4,Herbivore,c4,e7,Male,0.75,80.52,47.08,1.56,2.16,2.23,0.43,0.45,1.22,0.21,
d7,Herbivore,c7,e2,Female,0.3,63.8,22.32,1.44,1.1,2.2,0.25,0.35,0.63,0.09,
e2,Herbivore,d2,d6,Male,0.6,63.8,22.32,1.44,1.1,2.2,0.25,0.35,1.01,0.08,
d3,Herbivore,c3,f3,Male,0.6,53.33,43.67,1.32,1.64,2.92,0.55,0.35,1.43,0.07,
d8,Herbivore,c8,f1,Male,0.75,63.8,22.32,1.44,1.75,2.81,0.45,0.53,0.77,0.09,
c2,Herbivore,b2,a48,Male,0.6,63.8,22.32,1.44,1.1,2.2,0.25,0.35,1.01,0.22,
e1,Herbivore,d1,a7,Male,0.75,84.7,40.83,2.51,2.31,2.81,0.65,0.7,1.88,0.16,
d9,Herbivore,c9,d1,Female,0.43,83.5,42.16,1.72,2.04,1.55,0.54,0.35,1.88,0.16,
e3,Herbivore,d3,d1,Female,0.29,78,40.83,2.51,2.31,2.81,0.65,0.7,1.88,0.16,
f1,Herbivore,e1,a48,Male,0.75,84.7,40.83,2.51,2.31,2.2,0.25,0.35,1.32,0.22,
c1,Herbivore,b1,a69,Male,0.75,80.52,29.43,2.51,1.64,2.23,0.43,0.69,0.63,0.09,
d1,Herbivore,c1,c4,Male,0.75,84.7,40.83,2.51,2.31,2.2,0.25,0.35,1.32,0.33,
e2,Herbivore,d2,e2,Male,0.6,63.8,22.32,1.44,1.1,2.2,0.25,0.35,1.01,0.22,
d9,Herbivore,c9,f1,Female,0.43,83.5,42.16,2.51,2.31,2.2,0.25,0.35,1.32,0.33,
d2,Herbivore,c2,c1,Male,0.97,80.52,38.62,2.19,2.16,0.5,0.28,0.11,1.01,0.33,
f1,Herbivore,e1,d5,Male,0.75,84.7,40.83,2.51,2.31,2.2,0.25,0.35,1.52,0.33,
f4,Herbivore,e4,c8,Male,0.6,80.52,47.08,1.56,2.16,1.68,0.64,0.64,1.02,0.04,
d3,Herbivore,c3,c6,Female,0.29,78,40.83,2.51,2.31,2.81,0.43,0.11,1.01,0.08,
c5,Herbivore,b5,d1,Male,0.75,84.7,40.83,2.51,2.31,2.2,0.25,0.35,1.52,0.33,
g1,Herbivore,f1,d3,Male,0.75,80.52,29.43,2.51,1.64,2.92,0.55,0.35,1.43,0.07,
f9,Herbivore,e9,f2,Male,0.97,80.52,47.08,1.9,1.62,2.43,0.65,0.7,1.01,0.33,
d7,Herbivore,c7,f1,Male,0.75,84.7,40.83,2.51,2.31,2.2,0.25,0.35,1.52,0.33,
c4,Herbivore,b4,c5,Male,0.6,80.52,47.08,1.56,2.16,1.68,0.64,0.64,1.52,0.33,
c3,Herbivore,b3,a7,Male,0.6,53.33,43.67,1.32,1.64,2.92,0.55,0.7,1.88,0.16,
d3,Herbivore,c3,f1,Female,0.29,78,40.83,2.51,2.31,2.81,0.43,0.35,1.43,0.07,
e7,Herbivore,d7,b5,Male,0.75,84.7,40.83,2.51,2.31,2.2,0.25,0.35,1.52,0.33,
f8,Herbivore,e8,a69,Male,0.64,63.48,38.62,2.19,1.58,2.12,0.39,0.69,0.63,0.09,
e4,Herbivore,d4,a70,Male,0.6,80.52,47.08,1.56,2.16,1.68,0.64,0.64,1.52,0.09,
e1,Herbivore,d1,a3,Male,0.75,80.52,29.43,2.51,1.64,1.68,0.64,0.64,1.02,0.21,
e7,Herbivore,d7,a70,Male,0.75,84.7,40.83,2.51,2.43,1.7,0.56,0.28,0.77,0.09,
f2,Herbivore,e2,c1,Male,0.97,80.52,38.62,2.19,2.16,0.5,0.28,0.11,1.01,0.33,
e3,Herbivore,d3,d2,Male,0.6,53.33,29.43,2.51,1.62,2.23,0.43,0.45,1.01,0.33,
c5,Herbivore,b5,c1,Male,0.6,78,35.1,2.51,2.31,2.2,0.25,0.35,1.52,0.33,
e1,Herbivore,d1,f1,Female,0.34,83.5,29.43,2.51,1.64,1.68,0.64,0.64,1.02,0.21,
c9,Herbivore,b9,d1,Female,0.43,84.7,40.83,2.51,2.31,2.2,0.25,0.35,1.52,0.33,
e3,Herbivore,d3,a54,Male,0.6,53.33,43.67,1.32,1.64,2.23,0.48,0.64,1.66,0.02,
d4,Herbivore,c4,a70,Male,0.74,84.08,47.74,1.29,2.43,1.7,0.56,0.28,0.77,0.09,
e9,Herbivore,d9,d1,Male,0.97,80.52,40.83,2.51,2.31,2.2,0.25,0.35,1.52,0.33,
c4,Herbivore,b4,d6,Male,0.74,84.08,47.74,1.29,2.43,1.7,0.56,0.28,0.77,0.09,
d1,Herbivore,c1,e4,Female,0.34,83.5,29.43,2.51,1.64,1.68,0.64,0.64,1.02,0.09,
i2,Herbivore,h2,c1,Female,0.12,18.65,47.08,1.4,2.31,2.81,0.25,0.35,1.52,0.33,
d1,Herbivore,c1,c1,Male,0.75,84.7,40.83,2.51,2.31,2.2,0.25,0.35,1.52,0.33,
d4,Herbivore,c4,d8,Male,0.6,84.08,47.74,1.29,2.43,2.23,0.43,0.45,1.52,0.33,
d4,Herbivore,c4,c8,Male,0.6,84.08,47.74,1.29,1.64,2.23,0.43,0.45,1.52,0.33,
e4,Herbivore,d4,c1,Male,0.74,84.08,47.74,1.29,2.43,1.7,0.56,0.28,1.52,0.33,
c1,Herbivore,b1,d4,Male,0.97,80.52,38.62,2.19,1.64,2.23,0.43,0.45,1.52,0.33,
e2,Herbivore,d2,b5,Male,0.97,80.52,38.62,2.51,2.31,2.2,0.25,0.35,1.52,0.33,
c6,Herbivore,b6,f1,Male,0.75,84.7,40.83,2.51,2.31,2.2,0.25,0.35,1.52,0.33,
f4,Herbivore,e4,g1,Male,0.74,84.08,47.74,1.29,2.43,1.7,0.56,0.28,1.02,0.21,
d8,Herbivore,c8,d7,Male,0.6,84.08,47.74,1.29,2.43,2.23,0.56,0.28,0.77,0.09,
d1,Herbivore,c1,c1,Male,0.75,80.52,29.43,2.51,2.31,2.2,0.25,0.35,1.52,0.33,
e4,Herbivore,d4,c8,Male,0.6,84.08,47.74,1.29,1.64,2.23,0.43,0.45,1.02,0.04,
d4,Herbivore,c4,c8,Male,0.74,84.08,47.74,1.29,2.43,1.68,0.64,0.64,1.02,0.04,
e3,Herbivore,d3,d8,Male,0.6,53.33,43.67,1.32,1.64,2.23,0.48,0.64,1.66,0.09,
d1,Herbivore,c1,a90,Male,0.75,84.7,40.83,2.51,1.51,1.67,0.37,0.19,1.75,0.32,
e4,Herbivore,d4,a56,Male,0.6,84.08,47.74,1.29,1.05,1.39,0.4,0.17,0.94,0.11,
f1,Herbivore,e1,h2,Male,0.75,84.7,40.83,2.51,1.51,1.67,0.37,0.19,1.52,0.33,
d2,Herbivore,c2,b4,Male,0.97,80.52,38.62,1.4,2.5,0.52,0.41,0.47,0.61,0.18,
f9,Herbivore,e9,e2,Male,0.97,80.52,40.83,2.51,2.31,2.2,0.25,0.47,0.61,0.18,
f3,Herbivore,e3,d1,Female,0.29,78,29.43,2.51,2.31,2.2,0.25,0.35,1.52,0.33,
d5,Herbivore,c5,b6,Male,0.78,83.5,43.67,1.32,1.64,2.23,0.25,0.35,1.52,0.33,
